,d,final_objective[MDF],nx,ny,total iterations[MDF],total time[MDF],total iterations[IDF],total time[IDF],final_objective[IDF],final_objective[IDF_tol],total iterations[IDF_tol],total time[IDF_tol]
0,0.4,-7.538649811063322,10,3,10,111.35500001907349,,,,-7.540651464434223,8,93.31500005722046
0,0.4,-7.459288835004928,10,3,11,148.87900018692017,,,,-7.441215259221028,8,77.52799987792969
0,0.4,-7.444443850376942,10,3,15,185.31500005722046,,,,-7.432002088342769,9,87.80299997329712
0,0.4,-7.641768948987973,10,3,11,139.21299982070923,,,,-7.638113533801608,9,98.27800011634827
0,0.4,-10.10556244437725,10,4,10,153.5920000076294,,,,-10.111832695799295,16,151.0550000667572
0,0.4,-9.9272406345685,10,4,10,149.37399983406067,,,,-9.928504373937368,11,144.62400007247925
0,0.4,-10.194603331739023,10,4,11,154.2739999294281,,,,-10.195810022279094,13,142.95499992370605
0,0.4,-9.953092386106567,10,4,8,129.85300016403198,,,,-9.954513858620802,11,131.76600003242493
0,0.4,-12.590872532584399,10,5,9,162.27099990844727,,,,-12.592742707852441,14,176.6139998435974
0,0.4,-12.670118751183589,10,5,8,140.91799998283386,,,,-12.671949523295428,15,193.2539999485016
0,0.4,-12.694182409075276,10,5,10,209.7220001220703,,,,-12.699560451602135,9,132.0350000858307
0,0.4,-12.298219268695973,10,5,14,272.6319999694824,,,,-12.351704543841137,22,234.36800003051758
0,0.4,-14.93147831423762,10,6,12,275.9839999675751,,,,-14.93280016852615,19,274.30000019073486
0,0.4,-14.713653469338151,10,6,9,172.22699999809265,,,,-14.715740784454862,18,246.8360002040863
0,0.4,-14.851355666999364,10,6,9,174.96900010108948,,,,-14.85304113442329,21,276.69799995422363
0,0.4,-14.725114952767894,10,6,11,276.79100012779236,,,,-14.730483279341179,20,338.075000047684
0,0.4,-17.260712351328287,10,7,14,333.52500009536743,,,,-17.26308137887325,25,392.9370000362396
0,0.4,-17.209806776343182,10,7,10,308.8220000267029,,,,-17.230322491333567,20,311.1159999370575
0,0.4,-17.31948363566794,10,7,9,224.09800004959106,,,,-17.32093416824747,24,342.3619999885559
0,0.4,-17.091511900466372,10,7,12,307.30599999427795,,,,-17.088956676485356,10,204.864000082016
0,0.4,-19.871072909499947,10,8,12,303.6100001335144,,,,-19.889763390169424,23,317.52300000190735
0,0.4,-19.614876920122754,10,8,12,320.92000007629395,,,,-19.62373003832036,19,320.52099990844727
0,0.4,-19.04390956141073,10,8,8,211.3199999332428,,,,-19.046405607662624,22,432.5750000476837
0,0.4,-19.43629943661195,10,8,11,315.90300011634827,,,,-19.438957057021323,24,475.2660000324249
0,0.4,-21.671037409603866,10,9,14,415.59500002861023,,,,-21.67272264963438,41,827.771999835968
0,0.4,-21.913458996610842,10,9,10,320.07800006866455,,,,-21.915532476884167,26,538.7039999961853
0,0.4,-22.25287310316779,10,9,10,315.14400005340576,,,,-22.263392595460104,20,387.1840000152588
