,d,final_objective[MDF],nx,ny,total iterations[MDF],total time[MDF],final_objective[IDF_tol],total iterations[IDF_tol],total time[IDF_tol]
0,0.6,-14.106500585155292,5,6,14,149.10400009155273,-14.109748533970409,50,280.9760000705719
0,0.6,-14.33178447492095,5,6,9,89.48000001907349,-14.333139611491957,26,145.59400010108948
0,0.6,-14.57440151614218,5,6,16,163.75,-14.54094688222905,33,180.31500005722046
0,0.6,-16.763288846441974,5,7,17,293.87399983406067,-16.725676432175447,27,191.2720000743866
0,0.6,-16.07922000121873,5,7,14,161.00099992752075,-16.211956743734703,30,204.42899990081787
0,0.6,-17.690997482678686,5,7,8,121.45799994468689,-17.706529602404817,17,138.8420000076294
0,0.6,-13.499662245401804,5,7,49,517.3410000801086,-14.55076515126858,76,404.2590000629425
0,0.6,-19.976656434541606,5,8,11,152.5130000114441,-19.989442578237778,48,304.0930001735687
0,0.6,-16.11531709753245,5,8,37,467.5,-16.70768946289548,66,518.9850001335144
0,0.6,-18.74154985645822,5,8,12,201.7260000705719,-18.772320644144298,46,353.36500000953674
0,0.6,-18.57108616806206,5,8,11,215.05999994277954,-18.63661139223194,49,437.4229998588562
0,0.7,-7.398602501442374,5,3,8,38.95300006866455,-7.399639219749759,12,44.25699996948242
0,0.7,-7.106334962612667,5,3,6,30.621000051498413,-7.108722245610268,15,49.01199984550476
0,0.7,-7.069923669477076,5,3,9,38.8270001411438,-7.073223082578574,11,37.86199998855591
0,0.7,-7.494078789462402,5,3,7,33.63700008392334,-7.495698382468298,15,45.68299984931946
0,0.7,-9.331624898037271,5,4,13,88.91499996185303,-9.332005489425125,16,61.848000049591064
0,0.7,-9.676812371859857,5,4,9,73.51600003242493,-9.678281303132774,24,98.3659999370575
0,0.7,-9.555878209741314,5,4,6,35.8970000743866,-9.562026438763075,20,74.66700005531311
0,0.7,-9.54981213460625,5,4,6,38.51199984550476,-9.552231516938216,23,90.43600010871887
0,0.7,-11.788846789253103,5,5,9,87.73499989509583,-11.796763620163214,27,120.21600008010864
0,0.7,-12.190740614004106,5,5,8,81.44600009918213,-12.191991853429911,20,110.13299989700317
0,0.7,-12.073473222885308,5,5,9,85.28999996185303,-12.087560756936437,14,75.26100015640259
0,0.7,-11.838969538105427,5,5,7,58.14800000190735,-11.844399715963952,20,102.76999998092651
0,0.7,-14.113393113548135,5,6,9,117.11099982261658,-14.135027908865833,24,136.92200016975403
0,0.7,-14.25234545635281,5,6,10,141.45899987220764,-14.25695910565248,28,188.09800004959106
0,0.7,-14.662340078623746,5,6,11,127.40199995040894,-14.663214076549632,20,126.37199997901917
0,0.7,-14.85461064901875,5,6,9,112.46099996566772,-14.861920164807298,15,106.12999987602234
0,0.7,-15.739958611217832,5,7,16,250.77699995040894,-15.757569313391148,34,292.58700013160706
0,0.7,-13.18533373275967,5,7,54,645.2059998512268,-12.905189588309408,93,498.7940001487732
0,0.7,-15.695490021621218,5,7,26,372.72699999809265,-15.675050739690054,40,306.1640000343323
0,0.7,-17.06749001248246,5,7,9,149.52600002288818,-17.081490360022926,35,262.22000002861023
0,0.7,-17.972841189849234,5,8,17,335.8270001411438,-17.983007834042247,51,523.1650002002716
0,0.7,-18.44611412657091,5,8,12,245.6360001564026,-18.497335896376313,32,253.71799993515015
0,0.7,-18.25696942208713,5,8,20,394.9210000038147,-18.383166235506867,54,488.6139998435974
0,0.7,-17.986809319893137,5,8,41,739.0329999923706,-18.341091271680725,69,638.0299999713898
0,0.8,-7.513676598196946,5,3,9,58.883999824523926,-7.518159473661357,9,36.6949999332428
0,0.8,-7.351882358476868,5,3,7,33.0460000038147,-7.353689461314287,18,53.992000102996826
0,0.8,-7.227559314240869,5,3,6,31.05299997329712,-7.228659586294954,17,55.871999979019165
0,0.8,-7.254066238356241,5,3,6,30.42799997329712,-7.255638566964835,15,50.013999938964844
0,0.8,-9.394344575812463,5,4,7,63.76600003242493,-9.396846763946826,19,87.25099992752075
0,0.8,-9.345703208831248,5,4,13,114.75699996948242,-9.429330978657681,39,163.89000010490417
0,0.8,-9.623995142064661,5,4,7,47.82299995422363,-9.626346475734456,17,69.81599998474121
0,0.8,-8.915200860020839,5,4,38,296.2020001411438,-8.836056267072687,57,211.9760000705719
0,0.8,-11.940250184772879,5,5,7,70.60800004005432,-11.971725770296864,19,92.56700015068054
0,0.8,-11.198423716609746,5,5,12,130.80200004577637,-11.22747183363322,32,160.70800018310547
0,0.8,-11.446954247121642,5,5,13,122.68099999427795,-11.448346928405325,32,173.57000017166138
0,0.8,-11.295845963985832,5,5,40,356.375,-11.052145809628207,62,274.6970000267029
0,0.8,-14.313964406618261,5,6,14,173.92799997329712,-14.322690753912045,24,172.57100009918213
0,0.8,-14.333208371451597,5,6,33,341.84100008010864,-14.351184569592515,26,173.40199995040894
0,0.8,-14.149766224868134,5,6,11,134.99899983406067,-14.192315938664997,23,129.99300003051758
0,0.8,-13.691124574167175,5,6,11,140.37700009346008,-13.710913353529918,19,109.9520001411438
0,0.8,-16.92330777798407,5,7,9,168.06299996376038,-16.936078536082242,26,236.35199999809265
0,0.8,-14.489519778879064,5,7,53,665.4630000591278,-15.02571269273031,128,495.38499999046326
0,0.8,-16.617010005683,5,7,15,253.614000082016,-16.625396662774094,35,303.7260000705719
0,0.8,-16.431371537114018,5,7,16,315.7259998321533,-16.43323735472868,34,342.74900007247925
0,0.8,-18.231460329231297,5,8,9,201.52699995040894,-18.278927113137385,24,257.71799993515015
0,0.8,-17.43561106255888,5,8,43,689.1019999980927,-17.990760771106245,41,402.625
0,0.8,-18.451031995582266,5,8,15,288.57999992370605,-18.5596912951724,42,414.7260000705719
0,0.8,-18.364913763577945,5,8,17,384.4230000972748,-18.425196851142285,51,585.2649998664856
