,1.nx,2.ny,3.d,4.total iterations[MDF],5.total time[MDF],6.final_objective[MDF],7.str_count[MDF],8.aer_count[MDF],9.pro_count[MDF],10.total iterations[IDF_tol],11.total time[IDF_tol],12.final_objective[IDF_tol],13.str_count[IDF_tol],14.aer_count[IDF_tol],15.pro_count[IDF_tol]
0,4,3,0.5,8,17.860000133514404,-7.6987394157125575,805.0,805.0,700.0,12,15.730999946594238,-7.701014985654037,820.0,820.0,670.0
0,4,3,0.5,8,18.703999996185303,-7.63007830691334,885.0,885.0,795.0,23,20.70299983024597,-7.6456049623388065,1110.0,1110.0,915.0
0,4,3,0.5,5,12.068000078201294,-7.366971113824013,490.0,490.0,445.0,17,21.625,-7.3767892065152445,1005.0,1005.0,825.0
0,4,3,0.5,7,15.509999990463257,-7.733253408647334,665.0,665.0,575.0,20,20.49399995803833,-7.738162955296856,995.0,995.0,815.0
0,4,4,0.5,7,28.174999952316284,-10.209155828580657,975.0,975.0,855.0,19,28.728999853134155,-10.222356820097971,1155.0,1155.0,915.0
0,4,4,0.5,8,23.21999979019165,-10.3561337936036,835.0,835.0,715.0,17,27.15399980545044,-10.359538229645242,1110.0,1110.0,870.0
0,4,4,0.5,10,31.187999963760376,-10.154316139669849,1090.0,1090.0,930.0,28,41.52999997138977,-10.1558943539419,1570.0,1570.0,1230.0
0,4,4,0.5,9,30.14400005340576,-9.964710830031288,1005.0,1005.0,865.0,20,35.193000078201294,-9.967513640914111,1295.0,1295.0,1015.0
0,4,4,0.5,6,19.32799983024597,-9.89991921746058,680.0,680.0,600.0,19,33.29200005531311,-9.662895963809348,1310.0,1310.0,1030.0
0,4,5,0.5,8,32.2260000705719,-12.224647884360431,935.0,935.0,785.0,27,48.26699995994568,-12.230842393591974,1560.0,1560.0,1185.0
0,4,5,0.5,17,60.81000018119812,-10.23811305847369,1710.0,1710.0,1460.0,46,85.6029999256134,-11.674647875181797,2460.0,2460.0,1860.0
0,4,5,0.5,267,457.42599987983704,-10.237062769650358,12940.0,12940.0,12165.0,304,196.06900000572205,-10.64914412338756,5550.0,5550.0,4450.0
0,4,5,0.5,8,30.555000066757202,-12.392016823627666,970.0,970.0,820.0,23,47.882999897003174,-12.393645161489692,1640.0,1640.0,1240.0
0,4,5,0.5,9,39.223000049591064,-12.710725494197808,1195.0,1195.0,995.0,14,29.8989999294281,-12.724202818694696,1045.0,1045.0,795.0
0,4,6,0.5,25,100.52900004386902,-13.540190210673916,2750.0,2750.0,2390.0,49,99.35199999809265,-13.984060280241092,2825.0,2825.0,2075.0
0,4,6,0.5,33,126.19899988174438,-13.969727440371912,2985.0,2985.0,2565.0,62,130.27100014686584,-13.9999179926958,3195.0,3195.0,2355.0
0,4,6,0.5,185,540.2369999885559,-12.787937852278642,13150.0,13150.0,12220.0,174,215.54500007629395,-12.558274471358663,5265.0,5265.0,3975.0
0,4,6,0.5,9,52.86299991607666,-14.696543240445807,1310.0,1310.0,1100.0,23,55.20700001716614,-14.729389825314602,1510.0,1510.0,1120.0
0,4,6,0.5,15,76.3349997997284,-14.57343046782453,2010.0,2010.0,1680.0,36,88.70300006866455,-14.5772611944337,2465.0,2465.0,1805.0
0,4,7,0.5,14,88.4300000667572,-17.394429474200535,1690.0,1690.0,1375.0,34,114.91899991035461,-17.402402635814923,2330.0,2330.0,1665.0
0,4,7,0.5,11,65.96399998664856,-16.814859917853294,1235.0,1235.0,990.0,16,64.73400020599365,-16.84774861902246,1365.0,1365.0,980.0
0,4,7,0.5,9,75.92899990081787,-16.768969635654507,1420.0,1420.0,1175.0,25,96.83700013160706,-16.79265214405576,1990.0,1990.0,1430.0
0,4,7,0.5,175,421.0069999694824,-13.923585871935039,8735.0,8735.0,7685.0,192,292.7960000038147,-13.49924284306522,6095.0,6095.0,4485.0
0,4,7,0.5,20,132.8880000114441,-16.155891390117514,2835.0,2835.0,2345.0,33,103.95899987220764,-16.220664094217046,2340.0,2340.0,1675.0
0,4,3,0.6,7,14.401000022888184,-7.870445339777086,595.0,595.0,520.0,18,21.39199995994568,-7.87693902602492,980.0,980.0,800.0
0,4,3,0.6,11,30.814000129699707,-7.252538957412574,1055.0,1055.0,920.0,15,23.140999794006348,-7.256687281958309,900.0,900.0,735.0
0,4,3,0.6,8,17.625,-7.306801394315284,770.0,770.0,680.0,21,23.759999990463257,-7.312844538216499,1150.0,1150.0,940.0
0,4,3,0.6,9,25.7810001373291,-7.661479875257426,970.0,970.0,850.0,17,25.16600012779236,-7.662191312459487,1065.0,1065.0,870.0
0,4,3,0.6,7,18.914999961853027,-7.68237362169182,720.0,720.0,630.0,16,22.865999937057495,-7.68444384677796,985.0,985.0,805.0
0,4,4,0.6,16,51.9539999961853,-10.165123143393922,1620.0,1620.0,1400.0,15,31.40000009536743,-10.167456968793132,1105.0,1105.0,865.0
0,4,4,0.6,8,24.039000034332275,-9.804306188788694,775.0,775.0,655.0,20,36.3970000743866,-9.806359293475897,1280.0,1280.0,1000.0
0,4,4,0.6,12,43.10000014305115,-9.325563319672579,1365.0,1365.0,1185.0,71,109.01600003242493,-8.711873359238368,3550.0,3550.0,2770.0
0,4,4,0.6,9,33.55399990081787,-9.644694452438717,970.0,970.0,830.0,38,63.39800000190735,-9.657332524335215,1940.0,1940.0,1520.0
0,4,4,0.6,8,31.460000038146973,-9.639549556522951,940.0,940.0,800.0,23,45.00999999046326,-9.660802094215693,1465.0,1465.0,1145.0
0,4,5,0.6,10,47.73699998855591,-11.690064136716547,1225.0,1225.0,1025.0,21,43.73199987411499,-11.725387168649338,1260.0,1260.0,960.0
0,4,5,0.6,7,34.234999895095825,-11.856158334121577,900.0,900.0,750.0,37,80.02800011634827,-11.858161286832175,2240.0,2240.0,1690.0
0,4,5,0.6,11,45.42900013923645,-12.029860559773677,1365.0,1365.0,1165.0,27,51.02999997138977,-12.040764088603794,1655.0,1655.0,1255.0
0,4,5,0.6,8,41.48800015449524,-11.8351812514713,1000.0,1000.0,825.0,26,66.21300005912781,-11.837368003552882,1735.0,1735.0,1310.0
0,4,5,0.6,11,45.66600012779236,-12.163570408937323,1255.0,1255.0,1080.0,32,63.329999923706055,-12.203396468316365,1860.0,1860.0,1410.0
0,4,6,0.6,10,61.01600003242493,-14.562261409785009,1290.0,1290.0,1080.0,24,78.33299994468689,-14.564067458838597,1805.0,1805.0,1325.0
0,4,6,0.6,14,83.27500009536743,-13.594687886383706,1650.0,1650.0,1380.0,62,190.89800000190735,-13.556221627917118,3890.0,3890.0,2840.0
0,4,6,0.6,18,122.39600014686584,-14.360939933949327,2450.0,2450.0,2030.0,35,111.01900005340576,-14.3635226204611,2360.0,2360.0,1730.0
0,4,6,0.6,7,42.88800001144409,-15.1904874767997,935.0,935.0,785.0,25,71.97500014305115,-15.211746497116623,1715.0,1715.0,1265.0
0,4,6,0.6,13,85.45099997520447,-13.94511194085391,1765.0,1765.0,1465.0,33,106.25100016593933,-13.946882428919109,2355.0,2355.0,1725.0
0,4,7,0.6,39,270.720999956131,-13.237868682338174,4735.0,4735.0,3860.0,70,232.15199995040894,-15.293126659199023,4170.0,4170.0,2980.0
0,4,7,0.6,32,214.80599999427795,-14.679838297184016,4115.0,4115.0,3485.0,53,162.38899993896484,-14.933220772759174,3225.0,3225.0,2315.0
0,4,7,0.6,11,83.1159999370575,-17.057817395087955,1525.0,1525.0,1280.0,29,114.16899991035461,-17.061219149706098,2225.0,2225.0,1595.0
0,4,7,0.6,7,58.89400005340576,-17.487585268622993,1040.0,1040.0,830.0,25,109.36100006103516,-17.48917440285353,2075.0,2075.0,1480.0
0,4,7,0.6,11,77.28599977493286,-16.278748914764027,1380.0,1380.0,1135.0,28,109.19400000572205,-16.289347239095758,2095.0,2095.0,1500.0
0,4,3,0.7,7,19.35700011253357,-7.40028366174217,660.0,660.0,570.0,13,16.91600012779236,-7.4194920775998,675.0,675.0,555.0
0,4,3,0.7,10,30.655999898910522,-7.5484681782089,1060.0,1060.0,925.0,14,24.60699987411499,-7.549588947660574,970.0,970.0,790.0
0,4,3,0.7,5,12.134999990463257,-7.318061982501307,420.0,420.0,375.0,17,25.10699987411499,-7.322926210169544,990.0,990.0,810.0
0,4,3,0.7,7,20.42199993133545,-7.515395893429383,705.0,705.0,615.0,16,25.122999906539917,-7.516881424890013,985.0,985.0,805.0
0,4,3,0.7,6,15.671000003814697,-7.148248404116037,525.0,525.0,465.0,18,28.204999923706055,-7.150002654102546,1060.0,1060.0,865.0
0,4,4,0.7,7,30.455000162124634,-9.68845989682144,765.0,765.0,645.0,28,56.89100003242493,-9.689966241899102,1565.0,1565.0,1225.0
0,4,4,0.7,78,196.15499997138977,-8.6641296702159,5115.0,5115.0,4515.0,178,171.58899998664856,-8.913169562403764,4555.0,4555.0,3655.0
0,4,4,0.7,12,48.2039999961853,-9.10088340912674,1310.0,1310.0,1130.0,22,43.61999988555908,-9.104785687856694,1305.0,1305.0,1025.0
0,4,4,0.7,54,186.79099988937378,-7.673587554800409,4875.0,4875.0,4255.0,223,185.8399999141693,-8.148817803876206,4940.0,4940.0,4000.0
0,4,4,0.7,8,32.492000102996826,-10.048975919311955,875.0,875.0,755.0,18,40.42700004577637,-10.050784415518137,1205.0,1205.0,945.0
0,4,5,0.7,10,51.0460000038147,-11.891115040007254,1190.0,1190.0,990.0,22,60.450000047683716,-11.893064212297324,1535.0,1535.0,1160.0
0,4,5,0.7,13,74.9670000076294,-11.106605079854848,1740.0,1740.0,1465.0,23,68.21499991416931,-11.109040377232617,1730.0,1730.0,1305.0
0,4,5,0.7,8,41.78399991989136,-11.82841068713812,990.0,990.0,840.0,22,59.585999965667725,-11.83054347017072,1545.0,1545.0,1170.0
0,4,5,0.7,11,57.865999937057495,-11.48188581961458,1395.0,1395.0,1170.0,25,57.19700002670288,-11.493917225687536,1555.0,1555.0,1180.0
0,4,5,0.7,127,428.41100001335144,-11.37452923659716,9690.0,9690.0,8915.0,250,241.40599989891052,-10.841672748701498,5475.0,5475.0,4325.0
0,4,6,0.7,11,77.17400002479553,-14.364569423050533,1475.0,1475.0,1205.0,28,98.56799983978271,-14.36713418709236,2020.0,2020.0,1480.0
0,4,6,0.7,35,170.20600008964539,-13.362696685429535,3170.0,3170.0,2720.0,44,133.0829999446869,-13.378791001495985,2600.0,2600.0,1910.0
0,4,6,0.7,11,74.36699986457825,-13.342531319504042,1440.0,1440.0,1200.0,31,87.5699999332428,-13.361319504380495,1840.0,1840.0,1360.0
0,4,6,0.7,13,87.43500018119812,-13.759461644314518,1575.0,1575.0,1335.0,28,98.25,-13.832763821179412,1930.0,1930.0,1420.0
0,4,6,0.7,10,70.2979998588562,-13.89734376256219,1250.0,1250.0,1040.0,22,87.39100003242493,-13.900797385272748,1695.0,1695.0,1245.0
0,4,7,0.7,17,116.26099991798401,-16.29231550274153,2045.0,2045.0,1660.0,52,187.3199999332428,-16.29614323695371,3420.0,3420.0,2440.0
0,4,7,0.7,13,103.25999999046326,-16.764607885899323,1570.0,1570.0,1290.0,37,182.41499996185303,-16.727983822277288,2910.0,2910.0,2070.0
0,4,7,0.7,13,119.29499983787537,-16.855522661067322,1935.0,1935.0,1585.0,36,149.76799988746643,-16.861807362482317,2585.0,2585.0,1850.0
0,4,7,0.7,12,107.54199981689453,-16.311556728270745,1620.0,1620.0,1305.0,58,227.14400005340576,-16.37496175801369,3560.0,3560.0,2545.0
0,4,7,0.7,21,153.61300015449524,-15.386172332234143,2410.0,2410.0,2060.0,74,290.2150001525879,-15.31007219460421,4640.0,4640.0,3310.0
0,5,3,0.3,7,15.131999969482422,-7.815473619852092,735.0,735.0,645.0,14,19.888999938964844,-7.817204483209651,1085.0,1085.0,905.0
0,5,3,0.3,7,14.424000024795532,-7.861961803154067,680.0,680.0,605.0,15,18.743000030517578,-7.865965339666763,1010.0,1010.0,845.0
0,5,3,0.3,10,19.317000150680542,-8.030352055917161,915.0,915.0,795.0,14,20.433000087738037,-8.031447058479777,1070.0,1070.0,890.0
0,5,3,0.3,18,32.270999908447266,-8.167799093190547,1535.0,1535.0,1400.0,15,17.27400016784668,-8.173414029254715,935.0,935.0,785.0
0,5,3,0.3,8,16.16200017929077,-7.628403889414562,850.0,850.0,760.0,9,12.04099988937378,-7.632404034988388,755.0,755.0,635.0
0,5,4,0.3,10,34.55000019073486,-10.10170796901753,1430.0,1430.0,1270.0,25,38.54699993133545,-10.103871734766166,1745.0,1745.0,1405.0
0,5,4,0.3,11,28.844000101089478,-9.817902509064545,1260.0,1260.0,1080.0,38,51.15899991989136,-9.817989759995168,2410.0,2410.0,1930.0
0,5,4,0.3,8,22.146000146865845,-10.458739570771954,965.0,965.0,845.0,19,29.430999994277954,-10.463216574071556,1420.0,1420.0,1140.0
0,5,4,0.3,166,113.2350001335144,-5.56085995642868,4430.0,4430.0,3850.0,48,55.64100003242493,-9.494281873800514,2370.0,2370.0,1910.0
0,5,4,0.3,14,41.24300003051758,-9.23137995197196,1575.0,1575.0,1375.0,19,31.801000118255615,-10.036867836905994,1330.0,1330.0,1070.0
0,5,5,0.3,9,33.95099997520447,-12.95853842984971,1150.0,1150.0,975.0,18,38.88700008392334,-12.9600642280977,1465.0,1465.0,1140.0
0,5,5,0.3,14,46.73899984359741,-13.037287530531563,1620.0,1620.0,1370.0,32,59.884000062942505,-13.039040258269448,2225.0,2225.0,1725.0
0,5,5,0.3,9,31.236999988555908,-13.286356203276213,1065.0,1065.0,890.0,19,41.49399995803833,-13.287611945336788,1550.0,1550.0,1200.0
0,5,5,0.3,15,65.1560001373291,-12.851040036808302,2330.0,2330.0,1980.0,47,74.83599996566772,-12.844105376664686,2830.0,2830.0,2205.0
0,5,5,0.3,7,28.992000102996826,-12.913640308989008,920.0,920.0,795.0,18,41.61800003051758,-12.915751725489065,1475.0,1475.0,1150.0
0,5,6,0.3,10,55.604000091552734,-15.100504135319952,1600.0,1600.0,1360.0,22,51.13100004196167,-15.1273325468407,1635.0,1635.0,1245.0
0,5,6,0.3,15,68.14000010490417,-14.520401488453512,1865.0,1865.0,1565.0,52,115.1780002117157,-14.571052909501727,3295.0,3295.0,2485.0
0,5,6,0.3,11,47.39100003242493,-15.47929200678853,1565.0,1565.0,1295.0,15,36.406999826431274,-15.490121630382047,1360.0,1360.0,1030.0
0,5,6,0.3,12,61.073999881744385,-14.064340111922156,1780.0,1780.0,1570.0,27,62.48399996757507,-14.092670132746083,2015.0,2015.0,1535.0
0,5,6,0.3,196,183.20300006866455,-11.505990189967811,6115.0,6115.0,5185.0,300,202.5310001373291,-11.701010116736192,6860.0,6860.0,5420.0
0,5,7,0.3,9,54.664000034332275,-17.578723717904307,1310.0,1310.0,1065.0,20,75.88599991798401,-17.581601139857128,1975.0,1975.0,1450.0
0,5,7,0.3,18,83.59800004959106,-16.615754389234887,2115.0,2115.0,1800.0,46,125.70000004768372,-16.65977482828593,3305.0,3305.0,2430.0
0,5,7,0.3,12,62.312999963760376,-17.892500016293063,1715.0,1715.0,1400.0,30,81.2039999961853,-17.894758995869065,2385.0,2385.0,1755.0
0,5,7,0.3,20,112.12100005149841,-16.776323513621232,2995.0,2995.0,2505.0,35,99.27199983596802,-16.77891144580146,2780.0,2780.0,2045.0
0,5,7,0.3,8,42.60300016403198,-17.242032360571745,1095.0,1095.0,885.0,24,71.18099999427795,-17.260414872163214,1995.0,1995.0,1470.0
0,5,3,0.4,8,20.998000144958496,-7.493830312637888,825.0,825.0,735.0,12,18.50600004196167,-7.510634209536069,840.0,840.0,705.0
0,5,3,0.4,12,35.651000022888184,-8.050827379626813,1395.0,1395.0,1230.0,11,20.168999910354614,-8.048698743458967,930.0,930.0,780.0
0,5,3,0.4,8,18.99399995803833,-7.780443254390239,865.0,865.0,760.0,13,19.496000051498413,-7.78222757715139,1000.0,1000.0,835.0
0,5,3,0.4,13,39.9539999961853,-7.4819803220497345,1515.0,1515.0,1350.0,13,21.074999809265137,-7.474094600854669,935.0,935.0,785.0
0,5,3,0.4,12,29.983999967575073,-7.311310950759124,1325.0,1325.0,1160.0,15,22.022000074386597,-7.3106433932707935,1090.0,1090.0,910.0
0,5,4,0.4,9,28.25,-10.105674776710217,975.0,975.0,835.0,22,27.252000093460083,-10.113936080083358,1065.0,1065.0,865.0
0,5,4,0.4,8,23.89400005340576,-10.269831972766841,815.0,815.0,695.0,14,31.01199984550476,-10.271988988279166,1200.0,1200.0,960.0
0,5,4,0.4,7,27.527000188827515,-10.488491396263099,835.0,835.0,715.0,19,39.21000003814697,-10.490458315775658,1320.0,1320.0,1060.0
0,5,4,0.4,13,38.396000146865845,-9.49519362001261,1385.0,1385.0,1225.0,14,24.98900008201599,-9.529276589599288,1040.0,1040.0,840.0
0,5,4,0.4,9,28.98200011253357,-10.182337166419364,895.0,895.0,775.0,17,35.955000162124634,-10.197722419265375,1215.0,1215.0,975.0
0,5,5,0.4,7,34.496999979019165,-12.962305746407342,880.0,880.0,755.0,18,51.51899981498718,-12.964031711321933,1470.0,1470.0,1145.0
0,5,5,0.4,9,34.39199995994568,-12.13004559433123,965.0,965.0,815.0,28,66.43400001525879,-12.134916339364604,2000.0,2000.0,1550.0
0,5,5,0.4,10,51.66799998283386,-12.209869017104445,1535.0,1535.0,1310.0,13,33.38000011444092,-12.215924695136538,1155.0,1155.0,905.0
0,5,5,0.4,12,63.455000162124634,-12.604749020242462,1510.0,1510.0,1260.0,16,50.42899990081787,-12.607915231684784,1340.0,1340.0,1040.0
0,5,5,0.4,7,29.756999969482422,-12.450407032506401,805.0,805.0,680.0,17,45.706000089645386,-12.456801195958505,1350.0,1350.0,1050.0
0,5,6,0.4,8,50.64099979400635,-14.062372108169985,1095.0,1095.0,915.0,26,85.35400009155273,-14.066155621494339,2075.0,2075.0,1565.0
0,5,6,0.4,7,47.86399984359741,-15.07966075842214,975.0,975.0,795.0,27,86.6859998703003,-15.09870980813666,1960.0,1960.0,1480.0
0,5,6,0.4,9,64.60599994659424,-14.528343169864876,1380.0,1380.0,1140.0,26,99.50600004196167,-14.529647041670469,2195.0,2195.0,1655.0
0,5,6,0.4,9,47.29200005531311,-14.120416974008403,1135.0,1135.0,955.0,24,63.64900016784668,-14.160204858053628,1735.0,1735.0,1315.0
0,5,6,0.4,8,51.99000000953674,-15.388455526424112,1275.0,1275.0,1065.0,23,74.61899995803833,-15.388320907223942,1960.0,1960.0,1480.0
0,5,7,0.4,7,49.444000005722046,-17.473723518155108,1040.0,1040.0,830.0,24,93.36899995803833,-17.476043486112555,2110.0,2110.0,1550.0
0,5,7,0.4,243,642.2460000514984,-14.522464262428448,13320.0,13320.0,12235.0,279,328.84800004959106,-15.19837075526903,6865.0,6865.0,5290.0
0,5,7,0.4,16,100.24199986457825,-16.42229299167466,2050.0,2050.0,1700.0,50,166.61800003051758,-16.435143711222132,3450.0,3450.0,2540.0
0,5,7,0.4,161,584.5770001411438,-14.053397552998424,12265.0,12265.0,11215.0,118,174.4079999923706,-15.578029831016543,3785.0,3785.0,2875.0
0,5,7,0.4,22,142.88499999046326,-15.480722794456616,3320.0,3320.0,2760.0,33,101.96000003814697,-16.98420557044036,2530.0,2530.0,1865.0
0,5,3,0.5,6,16.503000020980835,-7.649961066974559,610.0,610.0,550.0,13,22.003999948501587,-7.668620992992499,935.0,935.0,785.0
0,5,3,0.5,9,30.847000122070312,-7.372553228798755,1005.0,1005.0,885.0,14,29.490999937057495,-7.374090086454911,1090.0,1090.0,910.0
0,5,3,0.5,9,32.89300012588501,-7.638766376627744,1065.0,1065.0,945.0,14,29.76200008392334,-7.639168040426171,1100.0,1100.0,920.0
0,5,3,0.5,8,25.738999843597412,-7.522791967649602,825.0,825.0,720.0,10,19.198000192642212,-7.53052708061023,740.0,740.0,620.0
0,5,3,0.5,10,25.651000022888184,-7.9038817483197725,960.0,960.0,855.0,16,23.819000005722046,-7.912552507995727,1015.0,1015.0,850.0
0,5,4,0.5,9,34.04099988937378,-9.548926756457778,975.0,975.0,835.0,19,38.43600010871887,-9.560354162904176,1230.0,1230.0,990.0
0,5,4,0.5,7,27.121999979019165,-10.206667099186713,860.0,860.0,740.0,22,43.79900002479553,-10.207872138611162,1525.0,1525.0,1225.0
0,5,4,0.5,18,83.4670000076294,-9.780105647752665,2170.0,2170.0,1890.0,19,48.8970000743866,-9.734522079429732,1435.0,1435.0,1155.0
0,5,4,0.5,8,33.38499999046326,-10.130121993466801,935.0,935.0,815.0,22,50.03499984741211,-10.131527637573855,1535.0,1535.0,1235.0
0,5,4,0.5,7,29.06599998474121,-10.383623734277892,770.0,770.0,670.0,20,48.72699999809265,-10.385112742669925,1425.0,1425.0,1145.0
0,5,5,0.5,8,40.34599995613098,-12.070546501473224,955.0,955.0,805.0,19,59.71500015258789,-12.07297294133377,1560.0,1560.0,1210.0
0,5,5,0.5,10,47.32699990272522,-11.737471391862453,1080.0,1080.0,930.0,23,71.78400015830994,-11.743030603855338,1785.0,1785.0,1385.0
0,5,5,0.5,10,55.0239999294281,-11.977961864764346,1235.0,1235.0,1035.0,23,68.0939998626709,-11.982688320246455,1690.0,1690.0,1315.0
0,5,5,0.5,8,36.88499999046326,-11.729164853611463,990.0,990.0,840.0,18,41.47499990463257,-11.75423717643378,1260.0,1260.0,985.0
0,5,5,0.5,9,45.38499999046326,-12.323246371784533,1115.0,1115.0,940.0,19,49.58200001716614,-12.330835418729174,1365.0,1365.0,1065.0
0,5,6,0.5,10,68.19400000572205,-14.28482419922927,1325.0,1325.0,1115.0,33,111.98499989509583,-14.294035027886954,2340.0,2340.0,1770.0
0,5,6,0.5,13,98.23399996757507,-14.096865757119211,1885.0,1885.0,1585.0,22,81.58000016212463,-14.107527060227842,1735.0,1735.0,1315.0
0,5,6,0.5,13,76.12599992752075,-13.497104644941324,1620.0,1620.0,1350.0,29,102.0440001487732,-13.819749796617934,2305.0,2305.0,1735.0
0,5,6,0.5,14,89.68799996376038,-13.869524908500715,1775.0,1775.0,1505.0,34,115.88000011444092,-13.872781540190573,2450.0,2450.0,1850.0
0,5,6,0.5,175,361.5920000076294,-11.829748022539551,8360.0,8360.0,7520.0,47,122.36300015449524,-13.274032061089969,2950.0,2950.0,2230.0
0,5,7,0.5,74,456.5279998779297,-15.158518676622869,8370.0,8370.0,7285.0,129,330.8239998817444,-15.19841119912714,6135.0,6135.0,4560.0
0,5,7,0.5,51,369.84100008010864,-16.36228919628647,6635.0,6635.0,5550.0,52,178.95700001716614,-16.372761875850667,3345.0,3345.0,2470.0
0,5,7,0.5,11,81.21500015258789,-16.968568609269393,1680.0,1680.0,1400.0,38,128.62700009346008,-16.989591024515242,2800.0,2800.0,2065.0
0,5,7,0.5,153,377.14599990844727,-14.158292670804332,6640.0,6640.0,5555.0,202,404.45899987220764,-16.490372825606247,7215.0,7215.0,5430.0
0,5,7,0.5,60,343.75300002098083,-13.918980185070534,6720.0,6720.0,5635.0,167,326.279000043869,-15.018070676910675,6440.0,6440.0,4830.0
0,5,3,0.6,7,23.301000118255615,-7.570355099744006,725.0,725.0,635.0,13,25.782000064849854,-7.572023465639346,920.0,920.0,770.0
0,5,3,0.6,9,30.966000080108643,-7.3975216038396905,940.0,940.0,835.0,20,32.6470000743866,-7.4043445816444855,1125.0,1125.0,945.0
0,5,3,0.6,10,33.67500019073486,-7.43391578054216,1045.0,1045.0,925.0,14,23.555999994277954,-7.44628260863465,850.0,850.0,715.0
0,5,3,0.6,10,31.140000104904175,-7.364459881287793,975.0,975.0,855.0,12,22.721999883651733,-7.36792584470788,830.0,830.0,695.0
0,5,3,0.6,9,32.59700012207031,-7.266504301177061,980.0,980.0,875.0,15,32.31499981880188,-7.267720480851885,1105.0,1105.0,925.0
0,5,4,0.6,7,28.12399983406067,-9.868439283754316,780.0,780.0,680.0,20,43.384000062942505,-9.86620193714003,1340.0,1340.0,1080.0
0,5,4,0.6,10,48.34599995613098,-9.422801075357153,1230.0,1230.0,1070.0,19,43.609999895095825,-9.438299224985515,1250.0,1250.0,1010.0
0,5,4,0.6,7,30.325999975204468,-9.648235729970978,845.0,845.0,725.0,20,43.111000061035156,-9.65284406616587,1335.0,1335.0,1075.0
0,5,4,0.6,8,35.125,-9.325834068960157,915.0,915.0,775.0,18,45.41600012779236,-9.328297682581862,1315.0,1315.0,1055.0
0,5,4,0.6,10,47.21799993515015,-9.601974720837195,1200.0,1200.0,1020.0,25,55.62100005149841,-9.605897323342194,1535.0,1535.0,1235.0
0,5,5,0.6,9,53.08099985122681,-11.967113671056001,1105.0,1105.0,930.0,21,69.19800019264221,-11.969942245726628,1570.0,1570.0,1220.0
0,5,5,0.6,7,38.728999853134155,-12.736342862704419,920.0,920.0,770.0,22,64.09599995613098,-12.737416050465946,1680.0,1680.0,1305.0
0,5,5,0.6,9,58.264999866485596,-12.180028233302012,1250.0,1250.0,1050.0,33,96.99199986457825,-12.181855173821917,2240.0,2240.0,1740.0
0,5,5,0.6,25,144.25499987602234,-12.10532554731158,3075.0,3075.0,2600.0,12,41.19799995422363,-12.12178626482067,1030.0,1030.0,805.0
0,5,5,0.6,8,43.62299990653992,-11.884467294999043,1010.0,1010.0,860.0,13,43.12599992752075,-11.89714526506356,1145.0,1145.0,895.0
0,5,6,0.6,11,76.83200001716614,-14.045086026423396,1500.0,1500.0,1230.0,24,75.11500000953674,-14.217115359967586,1620.0,1620.0,1230.0
0,5,6,0.6,10,75.52300000190735,-14.432679312279943,1385.0,1385.0,1145.0,26,105.15199995040894,-14.433880721777918,2075.0,2075.0,1565.0
0,5,6,0.6,16,109.4539999961853,-14.166628968858873,2015.0,2015.0,1715.0,36,132.3659999370575,-14.168531768112747,2575.0,2575.0,1945.0
0,5,6,0.6,19,144.05999994277954,-14.037120636369755,2805.0,2805.0,2355.0,34,126.86500000953674,-14.037516621562164,2675.0,2675.0,2015.0
0,5,6,0.6,29,219.8399999141693,-13.473946964823144,3770.0,3770.0,3140.0,53,217.70300006866455,-13.477409464769686,3745.0,3745.0,2815.0
0,5,7,0.6,24,166.37199997901917,-15.292850758268303,2990.0,2990.0,2500.0,54,208.43799996376038,-15.304561175419487,3830.0,3830.0,2815.0
0,5,7,0.6,13,121.39499998092651,-15.995541140350117,1885.0,1885.0,1570.0,23,102.82699990272522,-16.058786364627323,1760.0,1760.0,1305.0
0,5,7,0.6,8,69.14199995994568,-17.38382605430106,1250.0,1250.0,1005.0,21,81.02300000190735,-17.420160667392814,1620.0,1620.0,1200.0
0,5,7,0.6,16,138.92900013923645,-15.95753648591837,2015.0,2015.0,1665.0,42,199.45299983024597,-15.890927818416426,3045.0,3045.0,2240.0
0,5,7,0.6,8,75.0640001296997,-17.483502300159355,1205.0,1205.0,995.0,23,122.44200015068054,-17.48469828650137,2125.0,2125.0,1565.0
0,5,3,0.7,9,32.26100015640259,-7.32740552991206,865.0,865.0,760.0,17,36.52999997138977,-7.3289254886512145,1095.0,1095.0,915.0
0,5,3,0.7,8,27.0239999294281,-7.062492959019136,745.0,745.0,655.0,17,35.5220000743866,-7.097978744708543,1095.0,1095.0,915.0
0,5,3,0.7,8,30.005000114440918,-7.656443074020367,855.0,855.0,750.0,15,34.02900004386902,-7.657373729827117,1095.0,1095.0,915.0
0,5,3,0.7,21,67.99500012397766,-7.0974269860538435,1785.0,1785.0,1590.0,37,65.13700008392334,-7.09668178376589,1835.0,1835.0,1535.0
0,5,3,0.7,9,34.074000120162964,-7.521437477048707,910.0,910.0,805.0,15,36.491000175476074,-7.522155351055225,1095.0,1095.0,915.0
0,5,4,0.7,8,35.88000011444092,-9.627397180358845,870.0,870.0,750.0,17,41.312000036239624,-9.639120058119659,1135.0,1135.0,915.0
0,5,4,0.7,8,36.22099995613098,-9.866921112191864,850.0,850.0,730.0,20,54.63799977302551,-9.868739330965209,1420.0,1420.0,1140.0
