,1.nx,2.ny,3.d,4.total iterations[MDF],5.total time[MDF],6.final_objective[MDF],7.str_count[MDF],8.aer_count[MDF],9.pro_count[MDF],10.total iterations[IDF_tol],11.total time[IDF_tol],12.final_objective[IDF_tol],13.str_count[IDF_tol],14.aer_count[IDF_tol],15.pro_count[IDF_tol]
0,3,6,0.6,203,308.59500002861023,-12.931714468038765,8375.0,8375.0,7445.0,167,168.45299983024597,-11.646162849128007,4530.0,4530.0,3330.0
0,3,6,0.6,8,50.44199991226196,-14.96794457103463,1150.0,1150.0,940.0,23,66.37700009346008,-14.969661973940829,1655.0,1655.0,1175.0
0,3,7,0.6,8,59.93400001525879,-16.46474522195674,1260.0,1260.0,1015.0,37,107.36199998855591,-16.494595655968403,2380.0,2380.0,1645.0
0,3,7,0.6,21,132.375,-16.531420531516478,2725.0,2725.0,2235.0,43,125.69400000572205,-16.52224673175452,2720.0,2720.0,1880.0
0,3,7,0.6,27,195.7300000190735,-16.28425038830906,3745.0,3745.0,3080.0,34,100.2039999961853,-16.322498428044632,2065.0,2065.0,1435.0
0,3,7,0.6,19,126.52699995040894,-14.94435048156333,2590.0,2590.0,2170.0,94,256.92000007629395,-14.929187423085343,5275.0,5275.0,3630.0
0,3,7,0.6,15,76.33200001716614,-14.054626869698957,1625.0,1625.0,1380.0,214,282.5169999599457,-14.28576452921941,5970.0,5970.0,4290.0
0,3,3,0.7,6,12.565999984741211,-7.692696394678177,565.0,565.0,490.0,16,16.969000101089478,-7.694654368255245,865.0,865.0,685.0
0,3,3,0.7,8,17.13599991798401,-7.864868194368705,790.0,790.0,685.0,17,16.615000009536743,-7.868964110280057,870.0,870.0,690.0
0,3,3,0.7,7,13.373000144958496,-7.012859989091791,565.0,565.0,490.0,19,19.693000078201294,-7.0161937356897965,935.0,935.0,740.0
0,3,3,0.7,10,18.986000061035156,-7.491266223071468,885.0,885.0,765.0,12,14.480999946594238,-7.494086486401423,780.0,780.0,615.0
0,3,3,0.7,7,13.467000007629395,-7.5964411659386375,595.0,595.0,520.0,19,18.838000059127808,-7.5979318550362365,940.0,940.0,745.0
0,3,4,0.7,107,144.1380000114441,-8.908860323855176,4755.0,4755.0,4155.0,207,131.59299993515015,-9.796678770995861,4395.0,4395.0,3455.0
0,3,4,0.7,6,17.67200016975403,-9.561158967325891,610.0,610.0,510.0,19,27.886000156402588,-9.563356765636762,1070.0,1070.0,810.0
0,3,4,0.7,10,31.651000022888184,-9.515747642167609,1040.0,1040.0,900.0,20,31.930999994277954,-9.51973368871476,1160.0,1160.0,880.0
0,3,4,0.7,10,32.38099980354309,-9.632005037184006,1130.0,1130.0,950.0,20,30.092999935150146,-9.635212481567873,1160.0,1160.0,880.0
0,3,4,0.7,16,49.22800016403198,-9.193347296008007,1630.0,1630.0,1430.0,66,84.24199986457825,-9.19561481121659,2865.0,2865.0,2165.0
0,3,5,0.7,22,78.93700003623962,-11.113504578916562,2355.0,2355.0,2005.0,36,55.87400007247925,-11.17933254072313,1780.0,1780.0,1305.0
0,3,5,0.7,27,87.91499996185303,-11.588091588266728,2740.0,2740.0,2290.0,24,38.47099995613098,-11.547704838040346,1315.0,1315.0,965.0
0,3,5,0.7,13,58.875,-11.672426711106556,1450.0,1450.0,1225.0,41,78.57599997520447,-11.683805531921116,2045.0,2045.0,1495.0
0,3,5,0.7,9,44.39100003242493,-11.750296365895036,1300.0,1300.0,1100.0,21,43.20599985122681,-11.75269060408921,1410.0,1410.0,1035.0
0,3,5,0.7,14,54.901000022888184,-11.460770129997528,1480.0,1480.0,1280.0,44,74.15400004386902,-11.413275436525783,2145.0,2145.0,1570.0
0,3,6,0.7,18,94.59499979019165,-13.30612601901781,2130.0,2130.0,1740.0,48,118.25,-13.300491006560293,2755.0,2755.0,1945.0
0,3,6,0.7,52,256.7409999370575,-13.467960609726369,5355.0,5355.0,4695.0,36,102.26200008392334,-13.471364808180791,2265.0,2265.0,1605.0
0,3,6,0.7,14,71.14100003242493,-12.990719097400458,1715.0,1715.0,1415.0,53,107.80999994277954,-12.81987631319273,2690.0,2690.0,1910.0
0,3,6,0.7,8,48.444000005722046,-14.801915714480522,1180.0,1180.0,970.0,31,67.91899991035461,-14.825555177312966,1780.0,1780.0,1270.0
0,3,6,0.7,13,73.52600002288818,-13.820126920599234,1755.0,1755.0,1515.0,52,106.66299986839294,-13.872558589342422,2625.0,2625.0,1875.0
0,3,7,0.7,13,102.7350001335144,-16.53074234284764,1830.0,1830.0,1480.0,21,80.88799977302551,-16.54692717989475,1605.0,1605.0,1115.0
0,3,7,0.7,8,58.58899998664856,-17.717935005925916,1125.0,1125.0,915.0,22,70.39900016784668,-17.756747221412592,1510.0,1510.0,1055.0
0,3,7,0.7,10,83.39600014686584,-16.102796510978813,1585.0,1585.0,1305.0,53,170.82200002670288,-16.103206654128044,3375.0,3375.0,2325.0
0,3,7,0.7,12,88.75699996948242,-16.20212560166667,1630.0,1630.0,1350.0,37,122.16700005531311,-16.224397817836152,2385.0,2385.0,1650.0
0,3,7,0.7,17,126.04699993133545,-15.743444307715585,2275.0,2275.0,1890.0,28,87.76400017738342,-15.812269112389036,1745.0,1745.0,1220.0
0,4,3,0.3,10,18.223999977111816,-7.737489317880982,1070.0,1070.0,935.0,15,16.26699995994568,-7.738194435036553,1045.0,1045.0,850.0
0,4,3,0.3,7,7.69100022315979,-7.812956416494811,505.0,505.0,430.0,21,11.641999959945679,-7.820526781679368,840.0,840.0,690.0
0,4,3,0.3,8,15.444000005722046,-7.704900977533834,805.0,805.0,715.0,15,16.478999853134155,-7.707285302668907,980.0,980.0,800.0
0,4,3,0.3,12,21.960000038146973,-7.933491057364989,1235.0,1235.0,1085.0,10,11.23799991607666,-7.926258604167343,740.0,740.0,605.0
0,4,3,0.3,6,10.342000007629395,-7.867819765870722,655.0,655.0,580.0,200,61.64099979400635,-6.563989801448011,4010.0,4010.0,3380.0
0,4,4,0.3,8,16.704999923706055,-10.04041268111666,880.0,880.0,740.0,18,21.810999870300293,-10.041103644420756,1265.0,1265.0,985.0
0,4,4,0.3,193,125.72000002861023,-8.080397978162145,6320.0,6320.0,5740.0,303,102.61800003051758,-8.372047489213054,5200.0,5200.0,4300.0
0,4,4,0.3,8,24.844000101089478,-10.100301349159551,1185.0,1185.0,1045.0,49,48.437000036239624,-9.966057062228543,2435.0,2435.0,1915.0
0,4,4,0.3,9,27.006999969482422,-10.620334606164628,1205.0,1205.0,1045.0,22,28.478999853134155,-10.621979273753595,1390.0,1390.0,1090.0
0,4,4,0.3,8,19.782000064849854,-10.549813388966585,1065.0,1065.0,925.0,17,20.02500009536743,-10.550334594735878,1215.0,1215.0,955.0
0,4,5,0.3,15,40.15899991989136,-12.418900354267649,1580.0,1580.0,1355.0,21,33.42199993133545,-12.265508503470697,1425.0,1425.0,1075.0
0,4,5,0.3,6,19.081000089645386,-13.269869611815588,760.0,760.0,635.0,19,32.35700011253357,-13.270867130732363,1415.0,1415.0,1065.0
0,4,5,0.3,8,21.20299983024597,-12.76114554685485,925.0,925.0,775.0,21,31.98199987411499,-12.76370756165267,1530.0,1530.0,1155.0
0,4,5,0.3,10,30.27300000190735,-13.156471201844884,1250.0,1250.0,1050.0,24,38.34299993515015,-13.157332775162384,1725.0,1725.0,1300.0
0,4,5,0.3,7,23.435999870300293,-13.29985762605882,940.0,940.0,815.0,24,32.96300005912781,-13.31011011093776,1475.0,1475.0,1125.0
0,4,6,0.3,7,27.513000011444092,-11.743545018639322,920.0,920.0,740.0,161,168.00400018692017,-11.63267699767194,5675.0,5675.0,4235.0
0,4,6,0.3,10,35.67700004577637,-13.871736293252575,1330.0,1330.0,1090.0,367,190.39299988746643,-14.635910253054604,7105.0,7105.0,5545.0
0,4,6,0.3,11,50.15900015830994,-15.226716378260843,1605.0,1605.0,1305.0,211,175.84599995613098,-11.801980232371724,5625.0,5625.0,4275.0
0,4,6,0.3,8,31.973999977111816,-15.349292181392801,1010.0,1010.0,830.0,17,41.65499997138977,-15.351860426506441,1460.0,1460.0,1070.0
0,4,6,0.3,10,37.41499996185303,-14.974216558413474,1180.0,1180.0,970.0,27,50.61800003051758,-14.963139331807522,1700.0,1700.0,1250.0
0,4,7,0.3,21,115.6399998664856,-16.996397401875786,3695.0,3695.0,3135.0,26,53.620999813079834,-17.029047969537242,1895.0,1895.0,1370.0
0,4,7,0.3,11,54.99300003051758,-16.84121543768095,1635.0,1635.0,1390.0,234,200.5199999809265,-14.2284629173283,5895.0,5895.0,4425.0
0,4,7,0.3,6,23.840999841690063,-17.98923304951722,775.0,775.0,635.0,29,66.86300015449524,-17.992570131083617,2315.0,2315.0,1650.0
0,4,7,0.3,7,33.681999921798706,-18.000457427092588,1010.0,1010.0,800.0,31,61.378000020980835,-18.02455392976673,1990.0,1990.0,1430.0
0,4,7,0.3,21,91.80599999427795,-16.68768099924216,2960.0,2960.0,2470.0,64,125.62900018692017,-16.593900116579885,4155.0,4155.0,2965.0
0,4,3,0.4,8,17.52400016784668,-7.372298662150348,785.0,785.0,695.0,22,26.82800006866455,-7.374358422152459,1295.0,1295.0,1055.0
0,4,3,0.4,10,21.85700011253357,-7.471952837585336,990.0,990.0,870.0,14,17.366999864578247,-7.474590362538571,900.0,900.0,735.0
0,4,3,0.4,8,15.239000082015991,-8.083098137599205,800.0,800.0,710.0,12,15.194999933242798,-8.084706407080336,895.0,895.0,730.0
0,4,3,0.4,7,15.350000143051147,-7.865934994402394,680.0,680.0,590.0,15,19.31500005722046,-7.867168825764896,970.0,970.0,790.0
0,4,3,0.4,6,12.266000032424927,-7.413649849745839,535.0,535.0,475.0,33,32.76800012588501,-7.416058438235586,1560.0,1560.0,1275.0
0,4,4,0.4,9,22.977999925613403,-8.140076587631139,1070.0,1070.0,910.0,38,39.10600018501282,-8.172267124152627,1935.0,1935.0,1515.0
0,4,4,0.4,8,27.088000059127808,-10.206211473864862,1020.0,1020.0,880.0,16,27.707000017166138,-10.20767187531338,1200.0,1200.0,940.0
0,4,4,0.4,11,30.5239999294281,-9.98435725839835,1185.0,1185.0,1005.0,20,29.695000171661377,-9.988964045662165,1275.0,1275.0,995.0
0,4,4,0.4,16,46.44099998474121,-9.927168009353405,1750.0,1750.0,1530.0,30,45.25600004196167,-9.935749535827462,1825.0,1825.0,1425.0
0,4,4,0.4,8,22.424000024795532,-9.962965236015009,950.0,950.0,810.0,14,17.69599986076355,-9.987251333856026,860.0,860.0,680.0
0,4,5,0.4,10,43.48099994659424,-11.662979056934518,1420.0,1420.0,1220.0,27,52.0239999294281,-11.665351348823668,1850.0,1850.0,1400.0
0,4,5,0.4,6,21.34999990463257,-12.86023414546007,740.0,740.0,615.0,22,40.18300008773804,-12.862567783551105,1530.0,1530.0,1155.0
0,4,5,0.4,29,88.39399981498718,-11.206888509290499,2830.0,2830.0,2505.0,40,69.77700018882751,-11.222540361185516,2345.0,2345.0,1770.0
0,4,5,0.4,9,35.74000000953674,-12.26248697406745,1155.0,1155.0,955.0,13,25.16599988937378,-12.289715922090185,945.0,945.0,720.0
0,4,5,0.4,7,23.545000076293945,-12.868020628339028,720.0,720.0,595.0,130,144.9100000858307,-10.443069597507147,4485.0,4485.0,3435.0
0,4,6,0.4,7,31.34500002861023,-15.161695423440912,880.0,880.0,730.0,28,67.98100018501282,-15.164640146779188,2020.0,2020.0,1480.0
0,4,6,0.4,9,40.98699998855591,-15.354092028751374,1115.0,1115.0,905.0,27,68.37100005149841,-15.355410387009272,2000.0,2000.0,1460.0
0,4,6,0.4,8,41.04099988937378,-14.997859159506543,1185.0,1185.0,975.0,27,65.28999996185303,-14.999448967717786,2020.0,2020.0,1480.0
0,4,6,0.4,45,99.86199998855591,-14.685377877469914,3085.0,3085.0,2755.0,26,41.26300001144409,-14.726530664262263,1405.0,1405.0,1045.0
0,4,6,0.4,20,75.09100008010864,-14.386736474723834,2350.0,2350.0,1990.0,20,40.068000078201294,-14.421722664334304,1385.0,1385.0,1025.0
0,4,7,0.4,33,241.40200018882751,-16.513988496099607,5180.0,5180.0,4375.0,40,125.40200018882751,-16.491169284806865,2845.0,2845.0,2040.0
0,4,7,0.4,16,103.77800011634827,-16.986449786602414,2460.0,2460.0,2005.0,30,97.83200001716614,-16.987649295389264,2435.0,2435.0,1735.0
0,4,7,0.4,10,59.52900004386902,-17.76447231071222,1430.0,1430.0,1150.0,26,75.73900008201599,-17.772034564534312,1970.0,1970.0,1410.0
0,4,7,0.4,9,65.43099999427795,-14.26069404043466,1410.0,1410.0,1130.0,301,327.2460000514984,-15.52206343959528,7095.0,7095.0,5345.0
0,4,7,0.4,7,34.76300001144409,-17.09546438304853,965.0,965.0,790.0,25,62.88900017738342,-17.121357838218877,1860.0,1860.0,1335.0
0,4,3,0.5,8,17.473000049591064,-7.516701092471839,720.0,720.0,630.0,21,25.04200005531311,-7.5178303446420465,1145.0,1145.0,935.0
