,d,final_objective[MDF],nx,ny,total iterations[MDF],total time[MDF],total iterations[IDF],total time[IDF],final_objective[IDF],final_objective[IDF_tol],total iterations[IDF_tol],total time[IDF_tol]
0,0.7,-7.240330703923816,15,3,9,782.2398400306702,,,,-7.241680604752226,10,729.0812790393829
0,0.7,-7.341003844914977,15,3,8,899.9385149478912,,,,-7.343737241912468,11,566.325884103775
0,0.7,-9.704458302662681,15,4,12,1332.984559059143,,,,-9.70031985298154,9,746.1042869091034
0,0.7,-9.734817171648634,15,4,8,852.4662671089172,,,,-9.743243797450539,12,673.8496260643005
0,0.7,-12.212986045532414,15,5,8,1009.4979541301727,,,,-12.214281713091399,13,1106.0948650836945
0,0.7,-11.723121519836292,15,5,10,1259.4498121738434,,,,-11.732609988383151,30,2012.0584280490875
0,0.7,-14.558738350364015,15,6,8,1069.3321919441223,,,,-14.561567188928468,17,1476.6171867847443
0,0.7,-14.541001307193245,15,6,10,1490.7029259204865,,,,-14.54422614149223,11,1049.5217518806458
0,0.7,-16.547024635079005,15,7,11,1857.4100739955902,,,,-16.549633945267495,23,2211.8903431892395
0,0.7,-16.796301006123674,15,7,9,1558.120412826538,,,,-16.797536482758204,14,1615.4080591201782
0,0.7,-19.3066063654943,15,8,9,1535.772803068161,,,,-19.308200480428187,18,2028.5369749069214
0,0.7,-19.322851952689913,15,8,10,2757.908817052841,,,,-19.324431067898256,16,2627.4007802009583
0,0.7,-7.274115129393882,15,3,10,959.8669760227203,,,,-7.273146085309991,8,475.49518299102783
0,0.7,-7.234748458569807,15,3,10,821.3161380290985,,,,-7.236726052036504,11,624.2266340255737
0,0.7,-9.700281664385031,15,4,8,744.6520438194275,,,,-9.701402892115059,10,758.2365140914917
0,0.7,-9.942217709083991,15,4,9,938.9522750377655,,,,-9.943315235683182,9,648.4368119239807
0,0.7,-12.162218158309196,15,5,9,1180.6916708946228,,,,-12.166158874957311,11,809.4051938056946
0,0.7,-12.100073967003777,15,5,8,1034.8857929706573,,,,-12.10198543589355,12,1022.118971824646
0,0.7,-14.542552378844295,15,6,9,1216.9618558883667,,,,-14.54473965368915,14,1323.7069199085236
0,0.7,-14.478865121034476,15,6,9,1138.3653628826141,,,,-14.48007472089927,15,1334.3320569992065
0,0.7,-16.68320520467637,15,7,10,1741.7361390590668,,,,-16.68436455460745,19,1965.7694280147552
0,0.7,-16.927740349802967,15,7,8,1332.7324590682983,,,,-16.92972250721686,14,1485.2943229675293
0,0.7,-18.892765946072025,15,8,20,3167.5668959617615,,,,-18.893810704462993,18,2060.544764995575
0,0.7,-19.07409568227375,15,8,10,1666.8901300430298,,,,-19.075771080772057,20,2070.266070842743
