,d,final_objective[MDF],nx,ny,total iterations[MDF],total time[MDF],total iterations[IDF],total time[IDF],final_objective[IDF],final_objective[IDF_tol],total iterations[IDF_tol],total time[IDF_tol]
0,0.7,-7.6002057818182225,6,3,8,80.72537803649902,,,,-7.604306096861254,14,68.21007299423218
0,0.7,-7.472346007910398,6,3,6,63.484297037124634,,,,-7.474913554768144,14,73.98299908638
0,0.7,-7.421970050018524,6,3,9,97.1384630203247,,,,-7.424504080771101,8,50.17390203475952
0,0.7,-7.265952888639005,6,3,19,212.71111798286438,,,,-7.26329653579854,9,44.171162843704224
0,0.7,-9.897031849905916,6,4,15,223.62892293930054,,,,-9.910758305577982,15,92.24774098396301
0,0.7,-9.598635869525753,6,4,11,172.27870297431946,,,,-9.610088835760425,24,139.9623520374298
0,0.7,-9.63807515563014,6,4,7,90.30226612091064,,,,-9.640056426600834,19,122.84413409233093
0,0.7,-12.127016622538727,6,5,7,157.68244791030884,,,,-12.129205337371067,21,194.5321319103241
0,0.7,-11.8404185832592,6,5,8,158.91998410224915,,,,-11.85546070499064,16,133.5129919052124
0,0.7,-12.431239053840057,6,5,8,141.39636993408203,,,,-12.445901026602888,13,104.44733381271362
0,0.7,-11.783831902604613,6,5,10,178.70240092277527,,,,-11.794275429772856,21,146.9264669418335
0,0.7,-14.432766366040038,6,6,7,169.95195293426514,,,,-14.434613254991273,20,232.40830612182617
0,0.7,-14.084658517595148,6,6,9,214.41052794456482,,,,-14.111435824230828,21,186.12130689620972
0,0.7,-14.443219848345537,6,6,12,279.14105701446533,,,,-14.460777276162428,19,193.96426105499268
0,0.7,-14.594891107738663,6,6,9,228.06617879867554,,,,-14.597896389871071,20,234.76677894592285
0,0.7,-16.576044482048694,6,7,8,239.93152594566345,,,,-16.57762107650525,29,375.5165710449219
0,0.7,-16.41349051675782,6,7,8,276.79662108421326,,,,-16.414787008639045,23,383.4516808986664
0,0.7,-19.62502772599131,6,8,8,323.402321100235,,,,-19.65263292027698,19,319.9570209980011
0,0.7,-18.74866869903865,6,8,11,501.5252251625061,,,,-18.75330630124374,25,487.6989619731903
0,0.7,-19.11208459506501,6,8,8,327.4517288208008,,,,-19.148218230368435,22,310.79698395729065
0,0.7,-17.659107369429588,6,8,13,463.7710790634155,,,,-17.84246832826308,30,419.9242649078369
