,d,final_objective[MDF],nx,ny,total iterations[MDF],total time[MDF],final_objective[IDF],total iterations[IDF],total time[IDF],final_objective[IDF_tol],total iterations[IDF_tol],total time[IDF_tol]
0,0.3,-5.265855155757729,7,2,18,131.30905318260193,-5.265877804167273,19,89.40373396873474,-5.267204496130558,9,35.23240613937378
0,0.4,-5.293658881363591,7,2,12,199.78981399536133,-5.293676520084649,18,108.92377090454102,-5.292077900131841,10,45.618592977523804
0,0.5,-5.107788248852632,7,2,16,201.51073098182678,-5.1078149784507705,21,145.70240807533264,-5.107594244297996,12,74.94566202163696
0,0.6,-4.9431039253423315,7,2,17,209.2895610332489,-4.943135549746382,18,159.68023800849915,-4.943994839160253,10,72.31553983688354
0,0.7,-4.934802141754897,7,2,11,161.53281712532043,-4.934822796068293,20,200.06063604354858,-4.9359599891412484,8,83.87506008148193
0,0.8,-4.732667034067262,7,2,122,1515.4553520679474,-4.732745651986391,102,817.0239078998566,-4.725834688269966,11,98.55134391784668
0,0.9,-4.496698273588826,7,2,175,2556.562371969223,-4.48196304308643,218,1537.191684961319,-4.48196304308643,218,1563.2040269374847
