,d,final_objective[MDF],nx,ny,total iterations[MDF],total time[MDF],total iterations[IDF],total time[IDF],final_objective[IDF],final_objective[IDF_tol],total iterations[IDF_tol],total time[IDF_tol]
0,0.4,-7.564183566630202,3,3,7,28.423831939697266,,,,-7.566750023547186,16,22.931444883346558
0,0.4,-7.986407284053722,3,3,13,44.90184187889099,,,,-7.987518721890334,13,18.095657110214233
0,0.4,-7.7171080822771145,3,3,9,42.41667699813843,,,,-7.74724040931511,18,19.97350001335144
0,0.4,-7.469859249484262,3,3,8,46.96264600753784,,,,-7.471370347304372,19,29.954604864120483
0,0.4,-7.883595316526845,3,3,8,35.19686484336853,,,,-7.885783706389896,24,39.498903036117554
0,0.4,-10.051966673156848,3,4,7,35.54894018173218,,,,-9.648152903560604,25,38.53384304046631
0,0.4,-9.91865536318446,3,4,7,47.64687705039978,,,,-9.952441136775903,36,51.62286400794983
0,0.4,-9.472917932327874,3,4,16,73.52444577217102,,,,-9.681060911845542,38,53.29899716377258
0,0.4,-10.618360564831528,3,4,10,44.46065402030945,,,,-10.620831669644215,18,30.925421953201294
0,0.4,-9.970249569754401,3,4,8,46.15143609046936,,,,-9.976526144667428,17,26.684465169906616
0,0.4,-11.365772450810555,3,5,16,121.24634599685669,,,,-11.439545456853763,22,45.3240180015564
0,0.4,-11.920602610028459,3,5,13,118.95026993751526,,,,-11.914371383770966,63,148.72294211387634
0,0.4,-13.051950482448827,3,5,7,47.029967069625854,,,,-13.06020694858365,18,44.48827600479126
0,0.4,-12.403323176194412,3,5,7,58.28101396560669,,,,-12.406128933679968,13,38.473695039749146
0,0.4,-7.582907255763385,3,5,26,165.4957239627838,,,,-8.991239957014276,58,123.09923696517944
0,0.4,-14.681023712562709,3,6,22,228.18858909606934,,,,-14.684502919577882,52,171.82216906547546
0,0.4,-15.503926948804576,3,6,17,111.88537907600403,,,,-15.520819907089304,35,82.16406488418579
0,0.4,-12.86422696456701,3,6,101,615.5040669441223,,,,-13.77383891014717,166,221.06607818603516
0,0.4,-14.89775256049615,3,6,8,111.39019393920898,,,,-14.876893190931485,49,131.39136505126953
0,0.4,-14.014134875045395,3,6,12,107.00180792808533,,,,-14.039284389447817,67,164.2562279701233
0,0.4,-12.081335290730717,3,6,91,268.08152198791504,,,,-13.348504147492534,222,240.264466047287
0,0.4,-17.1095697516366,3,7,8,94.94548296928406,,,,-15.931169871182455,66,217.2520809173584
0,0.4,-18.258533520094637,3,7,10,172.89649105072021,,,,-18.282215951378628,53,231.11652183532715
0,0.4,-17.390089389615547,3,7,9,139.7616810798645,,,,-17.406365075745704,31,118.72914695739746
0,0.4,-17.045844114335793,3,7,17,313.96083784103394,,,,-17.041796040907833,31,167.46742916107178
0,0.4,-17.133996533201127,3,7,10,153.1024808883667,,,,-17.17273961016996,64,258.23882007598877
0,0.4,-20.595892912437492,3,8,10,220.5739209651947,,,,-20.609114673239596,47,259.5374069213867
0,0.4,-17.24067541164989,3,8,80,1244.2528820037842,,,,-17.765337826647666,116,351.62924003601074
0,0.4,-18.258993722746553,3,8,22,467.3640761375427,,,,-18.51180212303197,155,428.86622405052185
0,0.4,-19.18228576242266,3,8,11,226.5498571395874,,,,-15.481217867751791,110,392.4179949760437
0,0.4,-19.262342285298462,3,8,26,365.15065693855286,,,,-19.286034839441403,49,271.4074809551239
0,0.4,-21.42332328917245,3,9,18,293.62524580955505,,,,-19.67704484772954,198,497.6792390346527
0,0.4,-22.10696999217131,3,9,11,185.67179679870605,,,,-20.317140937507602,96,319.6806230545044
0,0.4,-21.426068774989133,3,9,13,282.2984299659729,,,,-21.44613954298255,58,308.88662695884705
0,0.4,-19.444282245925358,3,9,81,801.7212460041046,,,,-19.956472797304528,191,429.4641489982605
0,0.4,-19.570460625686124,3,9,172,1566.2366828918457,,,,-23.08469356617144,144,348.4101619720459
,,,,,,,,,,,,
