,d,final_objective[MDF],nx,ny,total iterations[MDF],total time[MDF],total iterations[IDF],total time[IDF],final_objective[IDF],final_objective[IDF_tol],total iterations[IDF_tol],total time[IDF_tol]
0,0.3,-7.610532754620953,3,3,7,32.92199110984802,,,,-6.9920058829608385,167,71.25274991989136
0,0.3,-7.354484423124687,3,3,6,22.76384711265564,,,,-7.357747094122667,20,24.99431800842285
0,0.3,-7.738051715808586,3,3,18,32.72932410240173,,,,-7.756224470621719,23,19.69100594520569
0,0.3,-7.451541192561673,3,3,9,30.06779408454895,,,,-7.457944085270825,12,9.76643705368042
0,0.3,-7.635668035556574,3,3,6,16.149778842926025,,,,-7.637192924830201,21,19.835100889205933
0,0.3,-9.69025989093274,3,4,11,47.01013708114624,,,,-9.6933109754899,28,32.821226835250854
0,0.3,-11.010870080907047,3,4,6,21.67807102203369,,,,-11.012501239514197,13,17.652169942855835
0,0.3,-10.355579710194078,3,4,8,31.40627098083496,,,,-10.356797743607096,16,25.49884796142578
0,0.3,-7.679380274419437,3,4,148,785.3600709438324,,,,-8.884427130159022,124,71.11709499359131
0,0.3,-10.68764445887626,3,4,8,26.550832986831665,,,,-10.702441579771026,49,40.51384902000427
0,0.3,-6.885972202494893,3,5,6,28.499815940856934,,,,-7.977231925553591,125,115.08218193054199
0,0.3,-11.906364826868254,3,5,12,77.99794101715088,,,,-11.907696115466646,33,68.34561491012573
0,0.3,-12.951580236750104,3,5,9,71.78118205070496,,,,-9.945096292138881,150,119.92088794708252
0,0.3,-11.710063859234644,3,5,13,83.9502010345459,,,,-11.87158859660449,23,39.818663120269775
0,0.3,-12.99255375547692,3,5,9,43.41222286224365,,,,-13.002796382781176,17,29.94977116584778
0,0.3,-15.398683477595412,3,6,8,74.57161903381348,,,,-15.400152373507119,23,56.03540086746216
0,0.3,-14.888381435992091,3,6,9,114.08521389961243,,,,-14.90548525174087,32,65.0077600479126
0,0.3,-14.161974106840749,3,6,11,93.81497812271118,,,,-14.239013193050688,42,82.53046703338623
0,0.3,-13.189409685025264,3,6,21,184.84554290771484,,,,-13.294282672143833,29,59.64285492897034
0,0.3,-14.635359052755923,3,6,91,458.36843705177307,,,,-14.269959812411157,241,221.10522198677063
0,0.3,-12.300688447112577,3,7,75,536.4040718078613,,,,-14.113229253686454,180,187.27548503875732
0,0.3,-17.48508247892401,3,7,28,212.91912698745728,,,,-17.50817900205334,53,120.25112104415894
0,0.3,-17.07283614763679,3,7,8,68.93332386016846,,,,-14.388949147523128,145,216.78208208084106
0,0.3,-17.80787913915899,3,7,18,208.6088411808014,,,,-17.80856288484256,26,96.78251504898071
0,0.3,-16.45022689007767,3,7,12,114.4571430683136,,,,-16.36574752177504,39,115.2582700252533
0,0.3,-16.677683463146973,3,8,232,913.0060608386993,,,,-19.096355742080796,191,261.0703480243683
0,0.3,-17.356652065112378,3,8,85,800.2114360332489,,,,-17.878735073435333,149,232.93891096115112
0,0.3,-20.276508465437026,3,8,8,143.9819209575653,,,,-19.090974592828765,219,296.6814138889313
0,0.3,-19.007593172830404,3,8,245,945.8612289428711,,,,-18.368637758864846,116,262.4065887928009
0,0.3,-19.140096066647125,3,8,9,172.05402302742004,,,,-18.77069674430354,89,244.57401204109192
0,0.3,-19.438582695152498,3,9,54,347.1940748691559,,,,-19.18319957009284,165,329.8170130252838
0,0.3,-18.727649748103303,3,9,53,733.5032510757446,,,,-22.08624288299263,222,346.7800660133362
0,0.3,-19.91734407030873,3,9,295,1772.1750979423523,,,,-18.78788835901196,147,294.9997630119324
0,0.3,-19.34993838658457,3,9,119,583.6600260734558,,,,-19.632834797583705,119,275.67381405830383
0,0.3,-20.984483949845263,3,9,32,302.4148750305176,,,,-21.593001019699464,136,350.89407205581665

