,d,final_objective[MDF],nx,ny,total iterations[MDF],total time[MDF],total iterations[IDF],total time[IDF],final_objective[IDF],final_objective[IDF_tol],total iterations[IDF_tol],total time[IDF_tol]
0,0.35,-7.75086329036977,3,3,6,17.3267560005188,,,,-7.753666721704791,16,18.069228887557983
0,0.35,-8.102245099536132,3,3,21,94.1439061164856,,,,-8.12082681260062,21,16.490307807922363
0,0.35,-7.821207110367579,3,3,6,17.546123027801514,,,,-7.8231252834902865,17,17.685823917388916
0,0.35,-7.997967952193088,3,3,8,30.534897089004517,,,,-7.999239494865015,14,15.170309066772461
0,0.35,-7.7409455713613795,3,3,5,15.014689922332764,,,,-6.110398860003324,178,60.066324949264526
0,0.35,-9.394565110697203,3,4,13,44.89028310775757,,,,-9.39593232073415,28,35.32262897491455
0,0.35,-10.441907090803216,3,4,7,38.237903118133545,,,,-10.443693457737629,19,25.827554941177368
0,0.35,-9.013734970767143,3,4,13,58.17611598968506,,,,-8.847507553793246,38,42.9471549987793
0,0.35,-9.388737044695358,3,4,18,172.52792382240295,,,,-9.359788082670711,66,75.40354585647583
0,0.35,-9.94027023880662,3,4,11,36.20807981491089,,,,-9.946870835749335,30,25.44588613510132
0,0.35,-12.270577763840734,3,5,7,40.551543951034546,,,,-12.291204277319295,19,35.723798990249634
0,0.35,-11.213449074466638,3,5,377,1008.2276790142059,,,,-11.44676828317029,270,140.1469738483429
0,0.35,-8.87491856878059,3,5,10,69.13846802711487,,,,-9.339370524074209,50,66.103924036026
0,0.35,-11.05981726510786,3,5,12,61.78008198738098,,,,-10.919569396564837,91,108.40196013450623
0,0.35,-11.702796443737114,3,5,12,74.77072095870972,,,,-11.712012765863467,53,82.82807207107544
0,0.35,-14.850442664851755,3,6,12,99.7153069972992,,,,-13.552900812880743,50,92.37107181549072
0,0.35,-14.542226367106508,3,6,8,76.4133529663086,,,,-14.27798176605836,43,122.37963700294495
0,0.35,-14.46843813339351,3,6,19,163.1318359375,,,,-14.465563179331927,37,100.70444107055664
0,0.35,-14.102190042959638,3,6,379,1227.1380519866943,,,,-15.754347020843994,198,175.02930784225464
0,0.35,-14.699028458513094,3,6,7,68.19333410263062,,,,-14.700560620849405,23,73.08856296539307
0,0.35,-14.319004096851247,3,7,380,1861.377602815628,,,,-15.623417474677282,138,231.49531483650208
0,0.35,-13.907521227746862,3,7,5,69.34516191482544,,,,-16.16046110242545,174,271.03450202941895
0,0.35,-16.485385227211655,3,7,16,173.94374108314514,,,,-16.533676584969893,32,90.68343710899353
0,0.35,-13.23476271361689,3,7,501,2646.454832792282,,,,-15.293228336565583,160,234.69191908836365
0,0.35,-15.405762315231225,3,7,17,177.6063630580902,,,,-15.265399941929179,54,166.21290802955627
