,1.nx,2.ny,3.d,4.total iterations[MDF],5.total time[MDF],6.final_objective[MDF],7.str_count[MDF],8.aer_count[MDF],9.pro_count[MDF],10.total iterations[IDF_tol],11.total time[IDF_tol],12.final_objective[IDF_tol],13.str_count[IDF_tol],14.aer_count[IDF_tol],15.pro_count[IDF_tol]
0,4,4,0.3,7,33.61781883239746,-10.826448361700265,1115.0,1115.0,995.0,12,24.43431806564331,-10.830428072655774,995.0,995.0,795.0
0,4,4,0.3,18,151.91416811943054,-9.616153773238738,2720.0,2720.0,2500.0,17,65.99596786499023,-9.623869738451425,1270.0,1270.0,1010.0
0,4,4,0.3,16,117.39401197433472,-9.00386423076031,3210.0,3210.0,3010.0,34,77.10382294654846,-9.010421381847182,1975.0,1975.0,1575.0
0,4,4,0.3,9,59.809926986694336,-9.612845873802257,1435.0,1435.0,1315.0,24,50.83516788482666,-9.62285527977613,1475.0,1475.0,1175.0
0,4,4,0.3,8,48.228124141693115,-10.059511225841588,1360.0,1360.0,1220.0,19,60.90842413902283,-10.060840459151814,1360.0,1360.0,1080.0
