,d,final_objective[MDF],nx,ny,total iterations[MDF],total time[MDF],total iterations[IDF],total time[IDF],final_objective[IDF],final_objective[IDF_tol],total iterations[IDF_tol],total time[IDF_tol]
0,0.8,-7.288087796963065,7,3,7,109.95127511024475,,,,-7.2896260176953716,15,124.33941197395325
0,0.8,-7.130884893794409,7,3,9,146.09102201461792,,,,-7.130329267886561,11,110.3810088634491
0,0.8,-7.29037438878129,7,3,7,118.9081859588623,,,,-7.293453770393642,10,88.72830414772034
0,0.8,-7.221989499170392,7,3,9,141.21132612228394,,,,-7.223026907629373,16,134.0574688911438
0,0.8,-9.552714996071423,7,4,10,214.9693009853363,,,,-9.556600468655812,15,156.98560094833374
0,0.8,-9.610255975136425,7,4,9,169.88865685462952,,,,-9.612506507597747,14,147.87554502487183
0,0.8,-9.517677413531091,7,4,9,202.75708484649658,,,,-9.51830988192615,16,173.57592105865479
0,0.8,-9.658437620350519,7,4,14,286.91443395614624,,,,-9.659303590181175,18,198.1553509235382
0,0.8,-12.003303066249572,7,5,11,286.48775005340576,,,,-12.010759394513121,21,256.80866503715515
0,0.8,-11.6802288014833,7,5,18,419.55606985092163,,,,-11.66886440132972,37,398.12057280540466
0,0.8,-11.972444504755876,7,5,8,233.7731351852417,,,,-11.985322364354317,14,170.33419585227966
0,0.8,-11.821464008249977,7,5,9,237.5177550315857,,,,-11.8363260470842,13,164.58595514297485
0,0.8,-13.43651750130487,7,6,11,352.3362410068512,,,,-13.512151964615525,21,287.40038084983826
0,0.8,-13.815636941306765,7,6,14,428.0796802043915,,,,-13.817872829030229,39,483.44971990585327
0,0.8,-16.174718012546307,7,7,11,449.7223370075226,,,,-16.188335436245378,36,589.8441290855408
0,0.8,-16.438730977983745,7,7,15,666.8159170150757,,,,-16.42501021677411,28,482.7360591888428
0,0.8,-16.557716108680555,7,7,10,422.96781182289124,,,,-16.56217898030298,27,477.55706000328064
0,0.8,-16.58390169248608,7,7,7,295.01506996154785,,,,-16.61293036897393,23,410.76497316360474
0,0.8,-18.803600859766163,7,8,13,664.8617470264435,,,,-18.8068064092572,38,735.5294811725616
0,0.8,-18.91870325017394,7,8,13,729.2113859653473,,,,-18.920738101836797,29,701.2980790138245
0,0.8,-18.657060962430513,7,8,10,531.0423879623413,,,,-18.65704493428872,50,1113.1186020374298
