,d,final_objective[MDF],nx,ny,total iterations[MDF],total time[MDF],total iterations[IDF],total time[IDF],final_objective[IDF],final_objective[IDF_tol],total iterations[IDF_tol],total time[IDF_tol]
0,0.4,-7.532594945205733,7,3,9,82.21039509773254,,,,-7.556805922000612,16,69.81614089012146
0,0.4,-7.6579726020391305,7,3,11,94.46926021575928,,,,-7.659017819784076,13,65.18344688415527
0,0.4,-7.839627521235114,7,3,9,79.14440989494324,,,,-7.846905217006729,12,45.31224989891052
0,0.4,-7.6095558005056,7,3,12,101.33305215835571,,,,-7.613906418419042,11,51.78217601776123
0,0.4,-10.095958062912413,7,4,13,140.3560860157013,,,,-10.086421100345765,15,76.17459511756897
0,0.4,-10.040431445342904,7,4,12,141.3317859172821,,,,-10.044786866480823,18,92.64054012298584
0,0.4,-10.108140505631507,7,4,8,88.2507381439209,,,,-10.10940996868825,13,85.58510303497314
0,0.4,-10.454357756477538,7,4,8,92.83583188056946,,,,-10.45532370694962,15,94.39855813980103
0,0.4,-12.468268267349904,7,5,11,166.82202911376953,,,,-12.577119577345963,29,180.27759504318237
0,0.4,-12.190895006969004,7,5,9,125.53559303283691,,,,-12.196691843551749,25,123.53716087341309
0,0.4,-12.504730293713452,7,5,8,103.21245002746582,,,,-12.507726817587084,24,140.67092990875244
0,0.4,-12.301575796282702,7,5,9,103.832435131073,,,,-12.309727550397703,18,90.54876804351807
0,0.4,-14.371579188633689,7,6,14,220.0080280303955,,,,-14.381236192028005,36,261.8563528060913
0,0.4,-14.140469015585106,7,6,13,271.86800813674927,,,,-14.144301132190865,27,249.7538230419159
0,0.4,-14.82651655378356,7,6,8,139.31943798065186,,,,-14.828326544151336,18,175.4935541152954
0,0.4,-14.245105158884584,7,6,8,145.0047287940979,,,,-14.390987775961886,20,171.60736894607544
0,0.4,-16.93342108321796,7,7,11,253.53915095329285,,,,-16.93516351781146,25,245.2128939628601
0,0.4,-16.9513247244457,7,7,10,200.771409034729,,,,-16.953304882105428,21,212.5329749584198
0,0.4,-17.73282265315176,7,7,9,162.47305488586426,,,,-17.758183823565837,27,190.9507122039795
0,0.4,-19.435833165761984,7,8,8,209.10364890098572,,,,-19.44455633394995,22,253.70257997512817
0,0.4,-18.632739166105907,7,8,13,342.758602142334,,,,-18.635875611078344,26,299.5567901134491
0,0.4,-19.27459276127704,7,8,12,327.3751940727234,,,,-19.31141720444658,28,287.2706928253174
0,0.4,-19.29076958919817,7,8,11,299.59666299819946,,,,-19.330823449129824,20,202.42468881607056
